Phone timestamp,X [mg],Y [mg],Z [mg],Type,Amount
2021-12-07 21:18:05.957,800,1031,-719,,
2021-12-07 21:18:05.976,1071,980,-689,,
2021-12-07 21:18:05.996,964,1148,-698,,
2021-12-07 21:18:06.015,958,1409,-75,,
2021-12-07 21:18:06.035,992,1418,229,,
2021-12-07 21:18:06.054,912,1277,140,,
2021-12-07 21:18:06.074,922,1250,239,,
2021-12-07 21:18:06.093,946,876,126,,
2021-12-07 21:18:06.113,872,292,-206,,
2021-12-07 21:18:06.132,743,-167,-632,,
2021-12-07 21:18:06.152,528,-402,-621,,
2021-12-07 21:18:06.171,304,-756,-514,,
2021-12-07 21:18:06.191,296,-805,-902,,
2021-12-07 21:18:06.210,403,-510,-31,,
2021-12-07 21:18:06.230,800,-82,958,,
2021-12-07 21:18:06.249,858,104,-30,,
2021-12-07 21:18:06.269,881,213,-396,,
2021-12-07 21:18:06.289,719,431,340,,
2021-12-07 21:18:06.308,759,638,1064,,
2021-12-07 21:18:06.328,791,1102,810,,
2021-12-07 21:18:06.347,1271,925,-248,,
2021-12-07 21:18:06.367,558,910,-568,,
2021-12-07 21:18:06.386,477,909,-148,,
2021-12-07 21:18:06.406,441,996,112,,
2021-12-07 21:18:06.425,451,1083,157,,
2021-12-07 21:18:06.445,1794,1199,-761,,
2021-12-07 21:18:06.464,1324,716,-1559,,
2021-12-07 21:18:06.484,160,679,-364,,
2021-12-07 21:18:06.503,189,1002,159,,
2021-12-07 21:18:06.523,567,1010,-153,,
2021-12-07 21:18:06.542,560,916,-525,,
2021-12-07 21:18:06.562,437,753,-695,,
2021-12-07 21:18:06.581,269,555,-1239,,
2021-12-07 21:18:06.601,-167,738,-627,,
2021-12-07 21:18:06.620,68,923,-711,,
2021-12-07 21:18:06.640,364,865,-522,,
2021-12-07 21:18:06.660,453,794,-504,,
2021-12-07 21:18:06.679,384,796,-330,,
2021-12-07 21:18:06.699,289,777,-313,,
2021-12-07 21:18:06.718,254,793,-495,,
2021-12-07 21:18:06.738,355,761,-816,,
2021-12-07 21:18:06.757,382,728,-730,,
2021-12-07 21:18:06.777,253,720,-629,,
2021-12-07 21:18:06.796,279,702,-342,,
2021-12-07 21:18:06.816,414,681,-612,,
2021-12-07 21:18:06.835,423,646,-605,,
2021-12-07 21:18:06.855,433,540,-669,,
2021-12-07 21:18:06.874,465,543,-611,,
2021-12-07 21:18:06.894,499,604,-658,,
2021-12-07 21:18:06.913,497,564,-617,,
2021-12-07 21:18:06.933,446,550,-525,,
2021-12-07 21:18:06.952,463,570,-428,,
2021-12-07 21:18:06.972,529,616,-728,,
2021-12-07 21:18:06.991,502,658,-818,,
2021-12-07 21:18:07.011,250,561,-568,,
2021-12-07 21:18:07.031,347,614,-666,,
2021-12-07 21:18:07.050,439,522,-917,,
2021-12-07 21:18:07.070,549,561,-1034,,
2021-12-07 21:18:07.089,350,541,-674,,
2021-12-07 21:18:07.109,329,556,-622,,
2021-12-07 21:18:07.128,697,496,-539,,
2021-12-07 21:18:07.148,569,519,-547,,
2021-12-07 21:18:07.167,251,750,-721,,
2021-12-07 21:18:07.187,407,1309,-543,,
2021-12-07 21:18:07.206,458,1447,-358,,
2021-12-07 21:18:07.226,352,1302,-186,,
2021-12-07 21:18:07.245,157,1437,-162,,
2021-12-07 21:18:07.265,277,1367,-89,,
2021-12-07 21:18:07.284,273,1149,-145,,
2021-12-07 21:18:07.304,278,859,-316,,
2021-12-07 21:18:07.323,-127,610,-43,,
2021-12-07 21:18:07.343,-323,354,23,,
2021-12-07 21:18:07.362,-716,675,-205,,
2021-12-07 21:18:07.382,-1247,1414,-2856,,
2021-12-07 21:18:07.401,-705,261,-2265,,
2021-12-07 21:18:07.421,-879,830,-1569,,
2021-12-07 21:18:07.441,-2176,1084,-1597,,
2021-12-07 21:18:07.460,-3060,2054,-786,,
2021-12-07 21:18:07.480,-300,2925,3383,,
2021-12-07 21:18:07.499,1949,6504,7827,,
2021-12-07 21:18:07.519,5946,7976,7983,,
2021-12-07 21:18:07.538,4314,5193,6951,,
2021-12-07 21:18:07.558,2178,5261,197,,
2021-12-07 21:18:07.577,-5087,4094,-1658,,
2021-12-07 21:18:07.597,-7525,6778,-1080,,
2021-12-07 21:18:07.616,-6636,7816,-6587,,
2021-12-07 21:18:07.636,2956,7543,-6503,,
2021-12-07 21:18:07.655,7803,6986,-7580,,
2021-12-07 21:18:07.675,6531,4924,-8000,,
2021-12-07 21:18:07.694,3537,3701,-8000,,
2021-12-07 21:18:07.714,-2776,2821,-7948,,
2021-12-07 21:18:07.733,-3757,1102,-6716,,
2021-12-07 21:18:07.753,-3562,219,-5953,,
2021-12-07 21:18:07.772,-2348,358,-4788,,
2021-12-07 21:18:07.792,-676,942,-3645,,
2021-12-07 21:18:07.811,1360,1580,-2493,,
2021-12-07 21:18:07.831,2725,1952,-1469,,
2021-12-07 21:18:07.851,2840,2097,-979,,
2021-12-07 21:18:07.870,2049,2298,-362,,
2021-12-07 21:18:07.890,1068,2425,448,,
2021-12-07 21:18:07.909,427,2423,1212,,
2021-12-07 21:18:07.929,67,2291,1676,,
2021-12-07 21:18:07.948,-151,2104,1966,,
2021-12-07 21:18:07.968,-241,1930,1871,,
2021-12-07 21:18:07.987,-153,1863,1637,,
2021-12-07 21:18:08.007,27,1713,1604,,
2021-12-07 21:18:08.026,-186,1531,1650,,
2021-12-07 21:18:08.046,-621,1350,1630,,
2021-12-07 21:18:08.065,-603,1198,1744,,
2021-12-07 21:18:08.085,-246,1118,1973,,
2021-12-07 21:18:08.104,-298,1148,2146,,
2021-12-07 21:18:08.124,-495,1054,1915,,
2021-12-07 21:18:08.143,-516,978,1651,,
2021-12-07 21:18:08.163,-504,905,1576,,
2021-12-07 21:18:08.182,-484,837,1678,,
2021-12-07 21:18:08.202,-416,813,1662,,
2021-12-07 21:18:08.221,-406,759,1490,,
2021-12-07 21:18:08.241,-600,776,1342,,
2021-12-07 21:18:08.260,-788,735,1185,,
2021-12-07 21:18:08.280,-838,746,1101,,
2021-12-07 21:18:08.299,-802,761,1059,,
2021-12-07 21:18:08.319,-734,760,1078,,
2021-12-07 21:18:08.338,-770,756,1137,,
2021-12-07 21:18:08.358,-846,744,1139,,
2021-12-07 21:18:08.377,-775,750,1120,,
2021-12-07 21:18:08.397,-528,754,1093,,
2021-12-07 21:18:08.416,-395,762,999,,
2021-12-07 21:18:08.436,-282,764,880,,
2021-12-07 21:18:08.455,-270,716,787,,
2021-12-07 21:18:08.475,-384,718,768,,
2021-12-07 21:18:08.495,-381,728,763,,
2021-12-07 21:18:08.514,-306,636,755,,
2021-12-07 21:18:08.534,-328,592,759,,
2021-12-07 21:18:08.553,-310,517,725,,
2021-12-07 21:18:08.573,-260,447,536,,
2021-12-07 21:18:08.592,-191,304,351,,
2021-12-07 21:18:08.612,-50,230,354,,
2021-12-07 21:18:08.631,9,306,628,,
2021-12-07 21:18:08.651,8,316,859,,
2021-12-07 21:18:08.670,-64,323,856,,
2021-12-07 21:18:08.690,117,311,910,,
2021-12-07 21:18:08.709,323,336,954,,
2021-12-07 21:18:08.729,300,285,859,,
2021-12-07 21:18:08.748,206,241,810,,
2021-12-07 21:18:08.768,109,301,960,,
2021-12-07 21:18:08.787,84,413,991,,
2021-12-07 21:18:08.807,231,370,844,,
2021-12-07 21:18:08.826,176,482,745,,
2021-12-07 21:18:08.846,280,469,723,,
2021-12-07 21:18:08.865,403,499,723,,
2021-12-07 21:18:08.885,314,479,649,,
2021-12-07 21:18:08.904,252,456,587,,
2021-12-07 21:18:08.924,291,403,714,,
2021-12-07 21:18:08.944,88,398,858,,
2021-12-07 21:18:08.963,-195,312,740,,
2021-12-07 21:18:08.983,-448,397,466,,
2021-12-07 21:18:09.002,-552,511,365,,
2021-12-07 21:18:09.022,-444,590,370,,
2021-12-07 21:18:09.041,-405,674,378,,
2021-12-07 21:18:09.061,-438,736,371,,
2021-12-07 21:18:09.080,-487,760,402,,
2021-12-07 21:18:09.100,-503,774,480,,
2021-12-07 21:18:09.119,-450,775,552,,
2021-12-07 21:18:09.139,-346,782,698,,
2021-12-07 21:18:09.158,-264,861,911,,
2021-12-07 21:18:09.178,-279,860,1043,,
2021-12-07 21:18:09.197,-386,755,977,,
2021-12-07 21:18:09.217,-445,656,864,,
2021-12-07 21:18:09.236,-473,653,806,,
2021-12-07 21:18:09.256,-428,662,844,,
2021-12-07 21:18:09.275,-340,660,952,,
2021-12-07 21:18:09.295,-199,677,1146,,
2021-12-07 21:18:09.314,-77,687,1300,,
2021-12-07 21:18:09.334,77,625,1386,,
2021-12-07 21:18:09.353,263,547,1371,,
2021-12-07 21:18:09.373,355,489,1230,,
2021-12-07 21:18:09.393,386,496,1057,,
2021-12-07 21:18:09.412,484,492,998,,
2021-12-07 21:18:09.432,521,439,924,,
2021-12-07 21:18:09.451,381,355,782,,
2021-12-07 21:18:09.471,166,274,622,,
2021-12-07 21:18:09.490,53,229,548,,
2021-12-07 21:18:09.510,132,233,657,,
2021-12-07 21:18:09.529,270,253,862,,
2021-12-07 21:18:09.549,422,307,878,,
2021-12-07 21:18:09.568,467,368,730,,
2021-12-07 21:18:09.588,552,511,729,,
2021-12-07 21:18:09.607,720,632,807,,
2021-12-07 21:18:09.627,768,702,765,,
2021-12-07 21:18:09.646,762,778,755,,
2021-12-07 21:18:09.666,683,775,721,,
2021-12-07 21:18:09.685,595,735,730,,
2021-12-07 21:18:09.705,596,671,753,,
2021-12-07 21:18:09.724,481,557,659,,
2021-12-07 21:18:09.744,238,466,527,,
2021-12-07 21:18:09.764,2,434,537,,
2021-12-07 21:18:09.783,-153,387,613,,
2021-12-07 21:18:09.803,-247,363,751,,
2021-12-07 21:18:09.822,-278,346,858,,
2021-12-07 21:18:09.842,-346,348,907,,
2021-12-07 21:18:09.861,-340,354,927,,
2021-12-07 21:18:09.881,-277,375,903,,
2021-12-07 21:18:09.900,-216,388,896,,
2021-12-07 21:18:09.920,-151,425,848,,
2021-12-07 21:18:09.939,-231,437,763,,
2021-12-07 21:18:09.959,-249,443,676,,
2021-12-07 21:18:09.978,-335,435,578,,
2021-12-07 21:18:09.998,-419,448,553,,
2021-12-07 21:18:10.017,-496,458,533,,
2021-12-07 21:18:10.037,-571,447,529,,
2021-12-07 21:18:10.056,-609,428,520,,
2021-12-07 21:18:10.076,-595,434,561,,
2021-12-07 21:18:10.095,-592,454,598,,
2021-12-07 21:18:10.115,-571,484,604,,
2021-12-07 21:18:10.134,-534,496,635,,
2021-12-07 21:18:10.154,-479,533,755,,
2021-12-07 21:18:10.174,-364,584,912,,
2021-12-07 21:18:10.193,-222,606,1034,,
2021-12-07 21:18:10.213,-100,629,1177,,
2021-12-07 21:18:10.232,-7,681,1255,,
2021-12-07 21:18:10.252,104,699,1327,,
2021-12-07 21:18:10.271,258,655,1259,,
2021-12-07 21:18:10.291,390,605,1102,,
2021-12-07 21:18:10.310,450,566,989,,
2021-12-07 21:18:10.330,473,530,995,,
2021-12-07 21:18:10.349,465,480,996,,
2021-12-07 21:18:10.369,471,425,981,,
2021-12-07 21:18:10.388,484,391,981,,
2021-12-07 21:18:10.408,563,401,1042,,
2021-12-07 21:18:10.427,603,387,1072,,
2021-12-07 21:18:10.447,625,383,1031,,
2021-12-07 21:18:10.466,667,381,959,,
2021-12-07 21:18:10.486,667,397,883,,
2021-12-07 21:18:10.505,622,462,858,,
2021-12-07 21:18:10.525,554,496,819,,
2021-12-07 21:18:10.544,418,512,719,,
2021-12-07 21:18:10.564,197,485,619,,
2021-12-07 21:18:10.583,8,459,563,,
2021-12-07 21:18:10.603,-97,395,497,,
2021-12-07 21:18:10.623,-129,375,465,,
2021-12-07 21:18:10.642,-161,346,490,,
2021-12-07 21:18:10.662,-273,317,520,,
2021-12-07 21:18:10.681,-416,264,558,,
2021-12-07 21:18:10.701,-463,238,590,,
2021-12-07 21:18:10.720,-389,239,637,,
2021-12-07 21:18:10.740,-322,242,738,,
2021-12-07 21:18:10.759,-318,283,808,,
2021-12-07 21:18:10.779,-331,318,875,,
2021-12-07 21:18:10.798,-315,330,942,,
2021-12-07 21:18:10.818,-316,321,988,,
2021-12-07 21:18:10.837,-340,307,1052,,
2021-12-07 21:18:10.857,-394,293,1135,,
2021-12-07 21:18:10.876,-440,288,1181,,
2021-12-07 21:18:10.896,-455,292,1105,,
2021-12-07 21:18:10.915,-369,293,1003,,
2021-12-07 21:18:10.935,-269,290,975,,
2021-12-07 21:18:10.954,-217,359,975,,
2021-12-07 21:18:10.974,-212,430,985,,
2021-12-07 21:18:10.993,-254,487,1024,,
2021-12-07 21:18:11.013,-335,521,1000,,
2021-12-07 21:18:11.032,-449,615,977,,
2021-12-07 21:18:11.052,-739,785,864,,
2021-12-07 21:18:11.071,-1331,919,413,,
2021-12-07 21:18:11.091,-1817,880,37,,
2021-12-07 21:18:11.111,-2192,873,-71,,
2021-12-07 21:18:11.130,-2172,920,-108,,
2021-12-07 21:18:11.150,-2124,944,-105,,
2021-12-07 21:18:11.169,-1957,986,-49,,
2021-12-07 21:18:11.189,-1627,1063,-27,,
2021-12-07 21:18:11.208,-1206,1093,-4,,
2021-12-07 21:18:11.228,-867,1094,-53,,
2021-12-07 21:18:11.247,-665,1081,-153,,
2021-12-07 21:18:11.267,-453,1108,-170,,
2021-12-07 21:18:11.286,-204,1071,-216,,
2021-12-07 21:18:11.306,-97,993,-195,,
2021-12-07 21:18:11.325,-109,981,-148,,
2021-12-07 21:18:11.345,-133,983,-125,,
2021-12-07 21:18:11.364,-182,1034,-127,,
2021-12-07 21:18:11.384,-185,1071,-128,,
2021-12-07 21:18:11.403,-119,878,-101,,
2021-12-07 21:18:11.423,-84,875,2,,
2021-12-07 21:18:11.442,-146,999,118,,
2021-12-07 21:18:11.462,-210,987,212,,
2021-12-07 21:18:11.481,-134,979,321,,
2021-12-07 21:18:11.501,-46,1020,432,,
2021-12-07 21:18:11.520,24,1146,522,,
2021-12-07 21:18:11.540,101,1202,587,,
2021-12-07 21:18:11.559,213,1220,626,,
2021-12-07 21:18:11.579,291,1256,710,,
2021-12-07 21:18:11.598,321,1302,761,,
2021-12-07 21:18:11.618,336,1362,763,,
2021-12-07 21:18:11.638,369,1322,719,,
2021-12-07 21:18:11.657,368,1343,697,,
2021-12-07 21:18:11.677,372,1325,704,,
2021-12-07 21:18:11.696,413,1222,669,,
2021-12-07 21:18:11.716,462,1046,604,,
2021-12-07 21:18:11.735,478,912,578,,
2021-12-07 21:18:11.755,478,855,586,,
2021-12-07 21:18:11.774,479,787,608,,
2021-12-07 21:18:11.794,520,761,694,,
2021-12-07 21:18:11.813,553,771,782,,
2021-12-07 21:18:11.833,601,717,917,,
2021-12-07 21:18:11.852,544,540,989,,
2021-12-07 21:18:11.872,356,357,1010,,
2021-12-07 21:18:11.891,135,233,983,,
2021-12-07 21:18:11.911,-37,231,914,,
2021-12-07 21:18:11.930,-121,202,776,,
2021-12-07 21:18:11.950,-109,167,600,,
2021-12-07 21:18:11.969,-121,134,489,,
2021-12-07 21:18:11.989,-197,157,474,,
2021-12-07 21:18:12.008,-400,322,459,,
2021-12-07 21:18:12.028,-499,501,446,,
2021-12-07 21:18:12.047,-499,698,419,,
2021-12-07 21:18:12.067,-350,749,364,,
2021-12-07 21:18:12.086,-156,755,320,,
2021-12-07 21:18:12.106,-202,941,346,,
2021-12-07 21:18:12.126,-269,1134,364,,
2021-12-07 21:18:12.145,-100,2206,436,,
2021-12-07 21:18:12.165,-264,-161,502,,
2021-12-07 21:18:12.184,-635,1869,365,,
2021-12-07 21:18:12.204,-281,902,-189,,
2021-12-07 21:18:12.223,-319,1227,-218,,
2021-12-07 21:18:12.243,-406,1173,-269,,
2021-12-07 21:18:12.262,-398,1369,-353,,
2021-12-07 21:18:12.282,-199,1620,-15,,
2021-12-07 21:18:12.301,-122,1695,-41,,
2021-12-07 21:18:12.321,-1553,2014,-179,,
2021-12-07 21:18:12.340,121,2760,18,,
2021-12-07 21:18:12.360,1696,3100,185,,
2021-12-07 21:18:12.379,1394,2787,352,,
2021-12-07 21:18:12.399,1094,2517,383,,
2021-12-07 21:18:12.418,890,2392,396,,
2021-12-07 21:18:12.438,-913,1993,740,,
2021-12-07 21:18:12.457,1352,1864,155,,
2021-12-07 21:18:12.477,183,1631,1057,,
2021-12-07 21:18:12.496,92,1479,605,,
2021-12-07 21:18:12.516,-498,1049,1411,,
2021-12-07 21:18:12.535,-126,1028,1681,,
2021-12-07 21:18:12.555,-516,839,1274,,
2021-12-07 21:18:12.574,-930,796,1050,,
2021-12-07 21:18:12.594,-940,622,989,,
2021-12-07 21:18:12.613,-204,160,1079,,
2021-12-07 21:18:12.633,401,-275,1048,,
2021-12-07 21:18:12.652,452,-606,680,,
2021-12-07 21:18:12.672,561,-547,282,,
2021-12-07 21:18:12.691,338,-462,-74,,
2021-12-07 21:18:12.711,104,-74,107,,
2021-12-07 21:18:12.731,-230,383,306,,
2021-12-07 21:18:12.750,-500,652,451,,
2021-12-07 21:18:12.770,-791,765,481,,
2021-12-07 21:18:12.789,-691,892,586,,
2021-12-07 21:18:12.809,-335,963,698,,
2021-12-07 21:18:12.828,-986,507,883,,
2021-12-07 21:18:12.848,-1547,675,1062,,
2021-12-07 21:18:12.867,-633,607,812,,
2021-12-07 21:18:12.887,-535,629,527,,
2021-12-07 21:18:12.906,-266,788,594,,
2021-12-07 21:18:12.926,-517,769,791,,
2021-12-07 21:18:12.945,-844,759,613,,
2021-12-07 21:18:12.965,-653,968,601,,
2021-12-07 21:18:12.984,-437,906,486,,
2021-12-07 21:18:13.004,-273,823,374,,
2021-12-07 21:18:13.023,-21,761,171,,
2021-12-07 21:18:13.043,349,743,115,,
2021-12-07 21:18:13.062,587,730,171,,
2021-12-07 21:18:13.082,722,706,246,,
2021-12-07 21:18:13.101,757,676,360,,
2021-12-07 21:18:13.121,1582,1070,778,,
2021-12-07 21:18:13.140,902,359,24,,
2021-12-07 21:18:13.160,889,909,542,,
2021-12-07 21:18:13.179,715,676,168,,
2021-12-07 21:18:13.199,539,855,226,,
2021-12-07 21:18:13.218,496,832,241,,
2021-12-07 21:18:13.238,614,816,173,,
2021-12-07 21:18:13.257,612,877,122,,
2021-12-07 21:18:13.277,391,867,230,,
2021-12-07 21:18:13.296,196,853,443,,
2021-12-07 21:18:13.316,-4,800,714,,
2021-12-07 21:18:13.336,-93,717,761,,
2021-12-07 21:18:13.355,1,722,986,,
2021-12-07 21:18:13.375,131,788,815,,
2021-12-07 21:18:13.394,-34,780,628,,
2021-12-07 21:18:13.414,-35,723,588,,
2021-12-07 21:18:13.433,150,571,735,,
2021-12-07 21:18:13.453,246,523,809,,
2021-12-07 21:18:13.472,371,546,963,,
2021-12-07 21:18:13.492,352,534,1134,,
2021-12-07 21:18:13.511,289,359,1239,,
2021-12-07 21:18:13.531,374,281,1177,,
2021-12-07 21:18:13.550,437,263,871,,
2021-12-07 21:18:13.570,430,418,768,,
2021-12-07 21:18:13.589,429,761,575,,
2021-12-07 21:18:13.609,149,1077,183,,
2021-12-07 21:18:13.628,150,982,138,,
2021-12-07 21:18:13.648,622,825,185,,
2021-12-07 21:18:13.667,873,773,63,,
2021-12-07 21:18:13.687,934,815,-109,,
2021-12-07 21:18:13.706,922,874,-283,,
2021-12-07 21:18:13.726,1214,919,-534,,
2021-12-07 21:18:13.745,396,996,16,,
2021-12-07 21:18:13.765,466,786,53,,
2021-12-07 21:18:13.784,261,1013,227,,
2021-12-07 21:18:13.804,300,990,377,,
2021-12-07 21:18:13.823,260,1009,472,,
2021-12-07 21:18:13.843,236,949,595,,
2021-12-07 21:18:13.862,144,939,582,,
2021-12-07 21:18:13.882,156,868,299,,
2021-12-07 21:18:13.901,224,816,753,,
2021-12-07 21:18:13.921,258,813,549,,
2021-12-07 21:18:13.940,-32,835,900,,
2021-12-07 21:18:13.960,-98,901,658,,
2021-12-07 21:18:13.979,161,988,888,,
2021-12-07 21:18:13.999,128,1029,772,,
2021-12-07 21:18:14.018,360,1313,909,,
2021-12-07 21:18:14.038,661,1557,1552,,
2021-12-07 21:18:14.057,941,1503,2031,,
2021-12-07 21:18:14.077,380,1080,2093,,
2021-12-07 21:18:14.097,-643,470,1798,,
2021-12-07 21:18:14.116,-1284,174,1052,,
2021-12-07 21:18:14.136,-1209,127,256,,
2021-12-07 21:18:14.155,-599,142,-257,,
2021-12-07 21:18:14.175,-133,158,-485,,
2021-12-07 21:18:14.194,261,87,-541,,
2021-12-07 21:18:14.214,801,202,-537,,
2021-12-07 21:18:14.233,1137,421,-628,,
2021-12-07 21:18:14.253,1207,703,-350,,
2021-12-07 21:18:14.272,1496,1075,143,,
2021-12-07 21:18:14.292,1375,1217,339,,
2021-12-07 21:18:14.311,937,1109,488,,
2021-12-07 21:18:14.331,351,1319,895,,
2021-12-07 21:18:14.350,-125,-167,-146,,
2021-12-07 21:18:14.370,-78,1133,422,,
2021-12-07 21:18:14.389,-403,638,781,,
2021-12-07 21:18:14.409,-483,677,506,,
2021-12-07 21:18:14.428,-403,706,515,,
2021-12-07 21:18:14.448,-453,648,620,,
2021-12-07 21:18:14.467,-433,604,706,,
2021-12-07 21:18:14.487,-388,577,731,,
2021-12-07 21:18:14.506,-276,586,686,,
2021-12-07 21:18:14.526,-212,539,746,,
2021-12-07 21:18:14.545,-165,549,774,,
2021-12-07 21:18:14.565,-152,566,797,,
2021-12-07 21:18:14.584,-81,555,849,,
2021-12-07 21:18:14.604,-55,570,847,,
2021-12-07 21:18:14.623,133,572,974,,
2021-12-07 21:18:14.643,233,637,1074,,
2021-12-07 21:18:14.662,556,962,999,,
2021-12-07 21:18:14.682,563,1145,1164,,
2021-12-07 21:18:14.702,331,1195,1536,,
2021-12-07 21:18:14.721,-960,1017,1092,,
2021-12-07 21:18:14.741,-302,1073,2099,,
2021-12-07 21:18:14.760,-327,820,1728,,
2021-12-07 21:18:14.780,31,506,1306,,
2021-12-07 21:18:14.799,188,273,995,,
2021-12-07 21:18:14.819,397,90,506,,
2021-12-07 21:18:14.838,571,-57,-136,,
2021-12-07 21:18:14.858,565,19,-556,,
2021-12-07 21:18:14.877,307,216,-671,,
2021-12-07 21:18:14.897,-164,435,-576,,
2021-12-07 21:18:14.916,-686,719,-364,,
2021-12-07 21:18:14.936,-970,932,-73,,
2021-12-07 21:18:14.955,-872,1034,240,,
2021-12-07 21:18:14.975,-517,961,453,,
2021-12-07 21:18:14.994,-123,738,610,,
2021-12-07 21:18:15.014,-93,796,765,,
2021-12-07 21:18:15.033,-128,926,834,,
2021-12-07 21:18:15.053,-235,812,763,,
2021-12-07 21:18:15.072,1059,630,722,,
2021-12-07 21:18:15.092,-225,1156,182,,
2021-12-07 21:18:15.111,-181,670,1022,,
2021-12-07 21:18:15.131,-250,899,697,,
2021-12-07 21:18:15.150,-26,840,732,,
2021-12-07 21:18:15.170,-109,921,514,,
2021-12-07 21:18:15.189,-93,878,596,,
2021-12-07 21:18:15.209,420,767,25,,
2021-12-07 21:18:15.228,381,847,1016,,
2021-12-07 21:18:15.248,247,667,601,,
2021-12-07 21:18:15.267,225,900,310,,
2021-12-07 21:18:15.287,279,749,459,,
2021-12-07 21:18:15.306,403,771,416,,
2021-12-07 21:18:15.326,487,732,318,,
2021-12-07 21:18:15.345,504,862,191,,
2021-12-07 21:18:15.365,379,731,499,,
2021-12-07 21:18:15.384,507,689,468,,
2021-12-07 21:18:15.404,551,558,586,,
2021-12-07 21:18:15.423,452,622,481,,
2021-12-07 21:18:15.443,557,651,518,,
2021-12-07 21:18:15.462,782,554,456,,
2021-12-07 21:18:15.482,719,513,-69,,
2021-12-07 21:18:15.501,327,816,-719,,
2021-12-07 21:18:15.521,280,1088,-262,,
2021-12-07 21:18:15.541,-911,366,4020,,
2021-12-07 21:18:15.560,-5264,950,7379,,
2021-12-07 21:18:15.580,-7723,2038,6144,,
2021-12-07 21:18:15.599,-6706,4043,-2982,,
2021-12-07 21:18:15.619,-8000,5939,-4800,,
2021-12-07 21:18:15.638,-8000,7988,-7910,,
2021-12-07 21:18:15.658,-7811,7977,-4712,,
2021-12-07 21:18:15.677,-8000,7988,104,,
2021-12-07 21:18:15.697,-5224,7988,2986,,
2021-12-07 21:18:15.716,911,7988,2938,,
2021-12-07 21:18:15.736,5355,7988,4626,,
2021-12-07 21:18:15.755,7907,7984,1940,,
2021-12-07 21:18:15.775,6738,7711,-891,,
2021-12-07 21:18:15.794,4147,5482,-2824,,
2021-12-07 21:18:15.814,2530,3966,-3804,,
2021-12-07 21:18:15.833,2208,3450,-3834,,
2021-12-07 21:18:15.853,1495,3305,-3591,,
2021-12-07 21:18:15.872,761,3013,-3065,,
2021-12-07 21:18:15.892,220,2654,-2289,,
2021-12-07 21:18:15.911,-37,2524,-1627,,
2021-12-07 21:18:15.931,-547,2345,-842,,
2021-12-07 21:18:15.950,-1101,1990,-101,,
2021-12-07 21:18:15.970,-1491,1774,375,,
2021-12-07 21:18:15.989,-2023,1637,1010,,
2021-12-07 21:18:16.009,-2651,1257,1164,,
2021-12-07 21:18:16.028,-3034,921,912,,
2021-12-07 21:18:16.048,-2923,860,620,,
2021-12-07 21:18:16.068,-2716,932,156,,
2021-12-07 21:18:16.087,-3594,419,20,,
2021-12-07 21:18:16.107,-3089,347,7,,
2021-12-07 21:18:16.126,-2779,197,34,,
2021-12-07 21:18:16.146,-2302,201,-39,,
2021-12-07 21:18:16.165,-2027,182,-104,,
2021-12-07 21:18:16.185,-1874,172,116,,
2021-12-07 21:18:16.204,-1779,187,78,,
2021-12-07 21:18:16.224,-1643,227,46,,
2021-12-07 21:18:16.243,-1644,204,39,,
2021-12-07 21:18:16.263,-1540,96,-172,,
2021-12-07 21:18:16.282,-1512,88,-388,,
2021-12-07 21:18:16.302,-1428,-200,-682,,
2021-12-07 21:18:16.321,-1443,-208,-528,,
2021-12-07 21:18:16.341,-1328,-110,-359,,
2021-12-07 21:18:16.360,-1241,-82,-134,,
2021-12-07 21:18:16.380,-1334,-2,-151,,
2021-12-07 21:18:16.399,-1517,-1,-354,,
2021-12-07 21:18:16.419,-1625,-14,-286,,
2021-12-07 21:18:16.438,-1499,-48,-269,,
2021-12-07 21:18:16.458,-1223,-58,-157,,
2021-12-07 21:18:16.477,-1043,-66,252,,
2021-12-07 21:18:16.497,-912,57,222,,
2021-12-07 21:18:16.517,-903,214,49,,
2021-12-07 21:18:16.536,-997,244,24,,
2021-12-07 21:18:16.556,-1073,281,233,,
2021-12-07 21:18:16.575,-1022,288,267,,
2021-12-07 21:18:16.595,-950,230,253,,
2021-12-07 21:18:16.614,-917,281,292,,
2021-12-07 21:18:16.634,-958,192,215,,
2021-12-07 21:18:16.653,-1074,18,116,,
2021-12-07 21:18:16.673,-1032,177,360,,
2021-12-07 21:18:16.692,-874,240,269,,
2021-12-07 21:18:16.712,-898,275,275,,
2021-12-07 21:18:16.731,-963,318,341,,
2021-12-07 21:18:16.751,-1080,269,210,,
2021-12-07 21:18:16.770,-1034,230,42,,
2021-12-07 21:18:16.790,-995,253,178,,
2021-12-07 21:18:16.809,-987,330,309,,
2021-12-07 21:18:16.829,-979,295,308,,
2021-12-07 21:18:16.848,-1001,297,233,,
2021-12-07 21:18:16.868,-1023,240,299,,
2021-12-07 21:18:16.887,-1046,237,391,,
2021-12-07 21:18:16.907,-1019,265,427,,
2021-12-07 21:18:16.926,-985,284,379,,
2021-12-07 21:18:16.946,-995,319,427,,
2021-12-07 21:18:16.965,-993,301,455,,
2021-12-07 21:18:16.985,-929,273,440,,
2021-12-07 21:18:17.004,-897,241,486,,
2021-12-07 21:18:17.024,-872,267,510,,
2021-12-07 21:18:17.044,-814,308,544,,
2021-12-07 21:18:17.063,-797,342,607,,
